ID ,currency,notional,start.date,maturity.date,strike,type,standard
1143,EUR,10000000,26/10/2017,26/10/2024,0.0053,receiver,TRUE
1142,EUR,13800000,12/10/2017,12/10/2037,0.01476,payer,TRUE
1141,EUR,11100000,12/10/2017,12/10/2027,0.00888,payer,TRUE
1140,EUR,20000000,12/10/2017,12/10/2024,0.00519,receiver,TRUE
1139,EUR,24000000,12/10/2017,12/10/2022,0.00243,payer,TRUE
1138,EUR,3000000,12/10/2017,12/10/2067,0.01538,receiver,TRUE
1137,EUR,10000000,12/10/2017,12/10/2047,0.015635,receiver,TRUE
1136,EUR,14200000,12/10/2017,12/10/2027,0.00898,payer,TRUE
1135,EUR,17200000,12/10/2017,12/10/2024,0.00509,receiver,TRUE
1134,EUR,20900000,28/09/2017,28/09/2022,0.00211,payer,TRUE
1133,EUR,81500000,28/09/2017,28/09/2020,-0.0006,receiver,TRUE
1132,EUR,15000000,28/09/2017,28/09/2024,0.00473,receiver,TRUE
1131,EUR,49000000,28/09/2017,28/09/2022,0.00221,payer,TRUE
1130,EUR,20000000,28/09/2017,28/09/2020,-0.0007,receiver,TRUE
1129,EUR,16350000,14/09/2017,14/09/2037,0.0142,payer,TRUE
1128,EUR,26250000,14/09/2017,14/09/2027,0.00823,payer,TRUE
1127,EUR,12800000,14/09/2017,14/09/2024,0.00447,receiver,TRUE
1126,EUR,23700000,14/09/2017,14/09/2022,0.00175,payer,TRUE
1125,EUR,2700000,14/09/2017,14/09/2067,0.01484,receiver,TRUE
1124,EUR,7900000,14/09/2017,14/09/2047,0.01504,receiver,TRUE
1123,EUR,18100000,14/09/2017,14/09/2032,0.012225,receiver,TRUE
1122,EUR,9100000,14/09/2017,14/09/2027,0.008355,payer,TRUE
1121,EUR,17000000,14/09/2017,14/09/2024,0.00437,receiver,TRUE
1120,EUR,7000000,24/08/2017,24/08/2037,0.01406,payer,TRUE
1119,EUR,2000000,24/08/2017,24/08/2032,0.01228,receiver,TRUE
1118,EUR,26400000,24/08/2017,24/08/2027,0.00828,payer,TRUE
1117,EUR,12800000,24/08/2017,24/08/2024,0.00463,receiver,TRUE
1116,EUR,19900000,24/08/2017,24/08/2022,0.00193,payer,TRUE
1115,EUR,5100000,24/08/2017,24/08/2047,0.01483,receiver,TRUE
1114,EUR,1600000,24/08/2017,24/08/2037,0.01421,payer,TRUE
1113,EUR,18200000,24/08/2017,24/08/2032,0.012155,receiver,TRUE
1112,EUR,9100000,24/08/2017,24/08/2027,0.008405,payer,TRUE
1111,EUR,32800000,24/08/2017,24/08/2024,0.00453,receiver,TRUE
1110,EUR,13300000,24/08/2017,24/08/2020,-0.00079,receiver,TRUE
1109,EUR,11027000,03/08/2017,03/08/2037,0.01492,payer,TRUE
1108,EUR,23412000,03/08/2017,03/08/2027,0.00926,payer,TRUE
1107,EUR,28671000,03/08/2017,03/08/2024,0.00553,receiver,TRUE
1106,EUR,25904000,03/08/2017,03/08/2022,0.00268,payer,TRUE
1105,EUR,8000000,03/08/2017,03/08/2047,0.01561,receiver,TRUE
1104,EUR,16200000,03/08/2017,03/08/2032,0.013065,receiver,TRUE
1103,EUR,20400000,03/08/2017,03/08/2027,0.00936,payer,TRUE
1102,EUR,18600000,03/08/2017,03/08/2024,0.00543,receiver,TRUE
1101,EUR,10458000,13/07/2017,13/07/2037,0.01532,payer,TRUE
1100,EUR,30606000,13/07/2017,13/07/2027,0.00974,payer,TRUE
1099,EUR,22913000,13/07/2017,13/07/2024,0.00604,receiver,TRUE
1098,EUR,29900000,13/07/2017,13/07/2022,0.0032,payer,TRUE
1097,EUR,7600000,13/07/2017,13/07/2047,0.01601,receiver,TRUE
1096,EUR,21200000,13/07/2017,13/07/2032,0.013505,receiver,TRUE
1095,EUR,16300000,13/07/2017,13/07/2027,0.00984,payer,TRUE
1094,EUR,21500000,13/07/2017,13/07/2024,0.00594,receiver,TRUE
1093,EUR,13900000,22/06/2017,22/06/2037,0.01316,payer,TRUE
1092,EUR,20200000,22/06/2017,22/06/2027,0.00744,payer,TRUE
1091,EUR,7200000,22/06/2017,22/06/2024,0.00386,receiver,TRUE
1090,EUR,19950000,22/06/2017,22/06/2022,0.00137,payer,TRUE
1089,EUR,10000000,22/06/2017,22/06/2047,0.013915,receiver,TRUE
1088,EUR,13900000,22/06/2017,22/06/2032,0.011275,receiver,TRUE
1087,EUR,5100000,22/06/2017,22/06/2027,0.007565,payer,TRUE
1086,EUR,14300000,22/06/2017,22/06/2024,0.00376,receiver,TRUE
1085,EUR,5400000,01/06/2017,01/06/2037,0.01347,payer,TRUE
1084,EUR,10100000,01/06/2017,01/06/2027,0.00779,payer,TRUE
1083,EUR,49900000,01/06/2017,01/06/2024,0.00422,receiver,TRUE
1082,EUR,19900000,01/06/2017,01/06/2022,0.00169,payer,TRUE
1081,EUR,33141000,01/06/2017,01/06/2020,-0.00064,receiver,TRUE
1080,EUR,3900000,01/06/2017,01/06/2047,0.01419,receiver,TRUE
1079,EUR,7000000,01/06/2017,01/06/2032,0.01157,receiver,TRUE
1078,EUR,35400000,01/06/2017,01/06/2027,0.00789,payer,TRUE
1077,EUR,14300000,01/06/2017,01/06/2024,0.00412,receiver,TRUE
1076,EUR,19900000,01/06/2017,01/06/2022,0.00179,payer,TRUE
1075,EUR,8300000,12/05/2017,12/05/2037,0.01382,payer,TRUE
1074,EUR,37800000,12/05/2017,12/05/2027,0.00831,payer,TRUE
1073,EUR,39900000,12/05/2017,12/05/2022,0.00223,payer,TRUE
1072,EUR,10000000,12/05/2017,12/05/2047,0.014495,receiver,TRUE
1071,EUR,19000000,12/05/2017,12/05/2032,0.012015,receiver,TRUE
1070,EUR,28600000,12/05/2017,12/05/2024,0.00467,receiver,TRUE
1069,EUR,11050000,21/04/2017,21/04/2047,0.01242,receiver,TRUE
1068,EUR,7500000,21/04/2017,21/04/2032,0.01027,receiver,TRUE
1067,EUR,4100000,21/04/2017,21/04/2027,0.00673,payer,TRUE
1066,EUR,14300000,21/04/2017,21/04/2024,0.00347,receiver,TRUE
1065,EUR,12100000,21/04/2017,21/04/2057,0.01262,payer,TRUE
1064,EUR,2800000,21/04/2017,21/04/2032,0.01012,receiver,TRUE
1063,EUR,10100000,21/04/2017,21/04/2027,0.00683,payer,TRUE
1062,EUR,11500000,13/04/2017,13/04/2047,0.01328,receiver,TRUE
1061,EUR,15210000,13/04/2017,13/04/2032,0.01093,receiver,TRUE
1060,EUR,2000000,13/04/2017,13/04/2027,0.00725,payer,TRUE
1059,EUR,21350000,13/04/2017,13/04/2024,0.00378,receiver,TRUE
1058,EUR,15900000,13/04/2017,13/04/2022,0.00134,payer,TRUE
1057,EUR,13500000,13/04/2017,13/04/2057,0.01349,payer,TRUE
1056,EUR,4300000,13/04/2017,13/04/2037,0.01264,payer,TRUE
1055,EUR,1400000,13/04/2017,13/04/2032,0.01078,receiver,TRUE
1054,EUR,15100000,13/04/2017,13/04/2027,0.00735,payer,TRUE
1053,EUR,11400000,13/04/2017,13/04/2024,0.00368,receiver,TRUE
1052,EUR,3500000,30/03/2017,30/03/2032,0.01153,receiver,TRUE
1051,EUR,20350000,30/03/2017,30/03/2027,0.00798,payer,TRUE
1050,EUR,21400000,30/03/2017,30/03/2024,0.00473,receiver,TRUE
1049,EUR,20000000,30/03/2017,30/03/2022,0.00236,payer,TRUE
1048,EUR,2700000,30/03/2017,30/03/2037,0.01321,payer,TRUE
1047,EUR,14000000,30/03/2017,30/03/2032,0.011405,receiver,TRUE
1046,EUR,15200000,30/03/2017,30/03/2027,0.00808,payer,TRUE
1045,EUR,14300000,30/03/2017,30/03/2024,0.00463,receiver,TRUE
1044,EUR,10174994,09/03/2017,09/03/2027,0.00778,payer,TRUE
1043,EUR,21454636,09/03/2017,09/03/2024,0.00422,receiver,TRUE
1042,EUR,29848442,09/03/2017,09/03/2022,0.00182,payer,TRUE
1041,EUR,7000000,09/03/2017,09/03/2032,0.01159,receiver,TRUE
1040,EUR,15200000,09/03/2017,09/03/2027,0.00788,payer,TRUE
1039,EUR,21400000,09/03/2017,09/03/2024,0.00412,receiver,TRUE
1038,EUR,20307000,16/02/2017,16/02/2027,0.00792,payer,TRUE
1037,EUR,14000000,16/02/2017,16/02/2032,0.011775,receiver,TRUE
1036,EUR,42000000,15/12/2016,15/12/2036,0.013235,payer,TRUE
1035,EUR,30000000,15/12/2016,15/12/2026,0.00779,payer,TRUE
1034,EUR,10000000,15/12/2016,15/12/2021,0.00143,payer,TRUE
1033,EUR,401000000,14/12/2016,14/12/2022,0.0029,receiver,TRUE
1032,EUR,119000000,14/12/2016,14/12/2025,0.00707,payer,TRUE
1031,EUR,314000000,14/12/2016,14/12/2026,0.00815,payer,TRUE
1030,EUR,394000000,14/12/2016,14/12/2028,0.0101,receiver,TRUE
1029,EUR,175272000,14/12/2016,14/12/2031,0.012075,payer,TRUE
1028,EUR,312103000,14/12/2016,14/12/2036,0.013725,receiver,TRUE
1027,EUR,589000000,14/12/2016,14/12/2041,0.01425,receiver,TRUE
1026,EUR,49000000,14/12/2016,14/12/2046,0.01446,payer,TRUE
1025,EUR,241000000,14/12/2016,14/12/2051,0.01448,payer,TRUE
1024,EUR,276620000,14/12/2016,14/12/2056,0.01436,receiver,TRUE
1023,EUR,273000000,14/12/2016,14/12/2061,0.01411,receiver,TRUE
1022,EUR,15700000,14/12/2016,14/12/2066,0.0138,receiver,TRUE
1021,EUR,23200000,06/12/2016,06/12/2031,0.01096,receiver,TRUE
1020,EUR,125500000,06/12/2016,06/12/2021,0.00127,payer,TRUE
1019,EUR,61600000,06/12/2016,06/12/2019,-0.00081,receiver,TRUE
1018,EUR,28000000,06/12/2016,06/12/2036,0.0124325,payer,TRUE
1017,EUR,90000000,06/12/2016,06/12/2023,0.00378,receiver,TRUE
1016,EUR,29800000,10/11/2016,10/11/2021,0.0002,payer,TRUE
1015,EUR,21300000,10/11/2016,10/11/2023,0.00203,receiver,TRUE
1014,EUR,4800416,04/11/2016,04/11/2031,0.00821,receiver,TRUE
1013,EUR,9980755,04/11/2016,04/11/2026,0.00493,payer,TRUE
1012,EUR,7093177,04/11/2016,04/11/2023,0.00192,receiver,TRUE
1011,EUR,3700000,04/11/2016,04/11/2036,0.00966,payer,TRUE
1010,EUR,6800000,04/11/2016,04/11/2031,0.00806,receiver,TRUE
1009,EUR,5000000,04/11/2016,04/11/2026,0.005055,payer,TRUE
1008,EUR,8100000,27/10/2016,27/10/2031,0.00747,receiver,TRUE
1007,EUR,22800000,27/10/2016,27/10/2026,0.00414,payer,TRUE
1006,EUR,16900000,27/10/2016,27/10/2023,0.00122,receiver,TRUE
1005,EUR,6200000,27/10/2016,27/10/2036,0.00895,payer,TRUE
1004,EUR,15500000,27/10/2016,27/10/2031,0.007345,receiver,TRUE
1003,EUR,11900000,27/10/2016,27/10/2026,0.00424,payer,TRUE
1002,EUR,6400000,06/10/2016,06/10/2046,0.00777,receiver,TRUE
997,EUR,42300000,06/10/2016,06/10/2023,0,receiver,TRUE
996,EUR,30000000,06/10/2016,06/10/2019,-0.00224,receiver,TRUE
993,EUR,14200000,15/09/2016,15/09/2023,0.00053,receiver,TRUE
989,EUR,18000000,25/08/2016,25/08/2046,0.00715,receiver,TRUE
984,EUR,15000000,25/08/2016,25/08/2023,-0.00005,receiver,TRUE
983,EUR,13500000,04/08/2016,04/08/2031,0.00648,receiver,TRUE
982,EUR,42600000,04/08/2016,04/08/2023,0.00055,receiver,TRUE
981,EUR,19600000,04/08/2016,04/08/2021,-0.00109,payer,TRUE
980,EUR,22200000,04/08/2016,04/08/2056,0.00792,payer,TRUE
978,EUR,14000000,04/08/2016,04/08/2023,0.00045,receiver,TRUE
977,EUR,22000000,04/08/2016,04/08/2021,-0.00099,payer,TRUE
976,EUR,239000000,29/07/2016,29/07/2056,0.00757,receiver,TRUE
975,EUR,715000000,29/07/2016,29/07/2046,0.00779,receiver,TRUE
971,EUR,24000000,29/07/2016,29/07/2021,-0.00131,receiver,TRUE
970,EUR,90000000,29/07/2016,29/07/2018,-0.00213,receiver,TRUE
968,EUR,7100000,28/07/2016,28/07/2023,0.00043,receiver,TRUE
967,EUR,29400000,28/07/2016,28/07/2021,-0.00122,payer,TRUE
964,EUR,21000000,28/07/2016,28/07/2023,0.00033,receiver,TRUE
963,EUR,45000000,07/07/2016,07/07/2046,0.00755,receiver,TRUE
960,EUR,8500000,07/07/2016,07/07/2023,0.00014,receiver,TRUE
959,EUR,35000000,07/07/2016,07/07/2056,0.00765,payer,TRUE
954,EUR,10000000,06/07/2016,06/07/2056,0.00806,payer,TRUE
952,EUR,29300000,16/06/2016,16/06/2046,0.00939,receiver,TRUE
950,EUR,14200000,16/06/2016,16/06/2023,0.00156,receiver,TRUE
949,EUR,29000000,16/06/2016,16/06/2056,0.00938,payer,TRUE
946,EUR,27999000,14/06/2016,14/06/2021,-0.0002,payer,TRUE
945,EUR,20000000,14/06/2016,14/06/2023,0.00158,receiver,TRUE
944,EUR,66000,02/06/2016,02/06/2026,0.00578,payer,TRUE
941,EUR,1304233,20/05/2016,20/05/2031,0.00908,receiver,TRUE
940,EUR,4400000,20/05/2016,20/05/2026,0.00547,payer,TRUE
939,EUR,21200000,20/05/2016,20/05/2023,0.00221,receiver,TRUE
938,EUR,4000000,20/05/2016,20/05/2046,0.0107,receiver,TRUE
936,EUR,3000000,20/05/2016,20/05/2031,0.00893,receiver,TRUE
932,EUR,15329000,07/04/2016,07/04/2046,0.00964,receiver,TRUE
930,EUR,20000000,07/04/2016,07/04/2056,0.00946,payer,TRUE
929,EUR,1000000,07/04/2016,07/04/2036,0.009525,payer,TRUE
928,EUR,12700000,01/04/2016,01/04/2046,0.01024,receiver,TRUE
926,EUR,15000000,01/04/2016,01/04/2056,0.01015,payer,TRUE
924,EUR,12700000,24/03/2016,24/03/2046,0.0111,receiver,TRUE
918,EUR,40000000,24/03/2016,24/03/2023,0.0025,receiver,TRUE
917,EUR,12571000,04/03/2016,04/03/2046,0.01104,receiver,TRUE
914,EUR,31800000,11/02/2016,11/02/2046,0.01101,receiver,TRUE
912,EUR,24100000,11/02/2016,11/02/2023,0.00275,receiver,TRUE
907,EUR,4000000,21/01/2016,21/01/2036,0.01467,payer,TRUE
903,EUR,74100000,04/12/2015,04/12/2065,0.014925,receiver,TRUE
898,EUR,30400000,04/12/2015,04/12/2025,0.0086,receiver,TRUE
896,EUR,97600000,26/11/2015,26/11/2020,0.00192,payer,TRUE
892,EUR,128000000,06/11/2015,06/11/2045,0.031825,receiver,TRUE
891,EUR,50000000,06/11/2015,06/11/2025,-0.05425,receiver,TRUE
890,EUR,590000000,06/11/2015,06/11/2030,0.00033,receiver,TRUE
889,EUR,312000000,06/11/2015,06/11/2065,0.005815,payer,TRUE
888,EUR,81500000,06/11/2015,06/11/2062,0.02458,receiver,TRUE
887,EUR,408000000,06/11/2015,06/11/2055,0.012325,payer,TRUE
886,EUR,62000000,06/11/2015,06/11/2061,0.04617,payer,TRUE
885,EUR,205000000,06/11/2015,06/11/2052,0.02585,payer,TRUE
805,EUR,135500000,23/04/2015,23/04/2020,0.00188,receiver,TRUE
789,EUR,4000000,19/02/2015,19/02/2035,0.010925,payer,TRUE
748,EUR,21551000,23/10/2014,23/10/2024,0.01123,payer,TRUE
746,EUR,6240000,23/10/2014,23/10/2064,0.018955,receiver,TRUE
745,EUR,23500000,16/10/2014,16/10/2024,0.01062,payer,TRUE
743,EUR,13157000,16/10/2014,16/10/2029,0.014735,receiver,TRUE
740,EUR,2048000,18/09/2014,18/09/2029,0.0165,receiver,TRUE
739,EUR,1000000,18/09/2014,18/09/2054,0.02076,payer,TRUE
737,EUR,3500000,18/09/2014,18/09/2019,0.004735,receiver,TRUE
733,EUR,3500000,04/09/2014,04/09/2029,0.01507,receiver,TRUE
732,EUR,4300000,04/09/2014,04/09/2024,0.01117,payer,TRUE
731,EUR,2000000,04/09/2014,04/09/2044,0.01849,payer,TRUE
730,EUR,3000000,04/09/2014,04/09/2029,0.01492,receiver,TRUE
729,EUR,33800000,03/09/2014,03/09/2024,0.0109,payer,TRUE
727,EUR,5000000,28/08/2014,28/08/2024,0.011455,payer,TRUE
726,EUR,15300000,21/08/2014,21/08/2044,0.01893,payer,TRUE
725,EUR,63000000,21/08/2014,21/08/2024,0.01227,payer,TRUE
724,EUR,29500000,21/08/2014,21/08/2064,0.019195,receiver,TRUE
723,EUR,27000000,13/08/2014,13/08/2024,0.01303,payer,TRUE
720,EUR,1000000,07/08/2014,07/08/2064,0.02105,receiver,TRUE
717,EUR,71500000,24/07/2014,24/07/2024,0.01364,payer,TRUE
713,EUR,14300000,10/07/2014,10/07/2024,0.01443,payer,TRUE
707,EUR,1700000,19/06/2014,19/06/2054,0.02331,payer,TRUE
705,EUR,7500000,16/06/2014,16/06/2054,0.02387,payer,TRUE
704,EUR,6000000,05/06/2014,05/06/2024,0.016005,payer,TRUE
703,EUR,25500000,22/05/2014,22/05/2024,0.01605,payer,TRUE
702,EUR,22000000,22/05/2014,22/05/2019,0.00805,receiver,TRUE
701,EUR,18000000,22/05/2014,22/05/2029,0.020435,receiver,TRUE
700,EUR,11500000,22/05/2014,22/05/2024,0.01615,payer,TRUE
698,EUR,4231000,08/05/2014,08/05/2024,0.01727,payer,TRUE
697,EUR,3000000,08/05/2014,08/05/2029,0.02151,receiver,TRUE
693,EUR,25365000,17/04/2014,17/04/2024,0.01737,payer,TRUE
691,EUR,26700000,03/04/2014,03/04/2019,0.00991,receiver,TRUE
689,EUR,8096000,20/03/2014,20/03/2029,0.02267,receiver,TRUE
687,EUR,8000000,20/03/2014,20/03/2034,0.0245,payer,TRUE
686,EUR,3000000,06/03/2014,06/03/2034,0.024495,payer,TRUE
685,EUR,1792000,20/02/2014,20/02/2029,0.02339,receiver,TRUE
684,EUR,1500000,20/02/2014,20/02/2034,0.025085,payer,TRUE
683,EUR,60500000,06/02/2014,06/02/2024,0.01866,payer,TRUE
682,EUR,1728000,06/02/2014,06/02/2044,0.024855,receiver,TRUE
680,EUR,7650000,23/01/2014,23/01/2019,0.01137,receiver,TRUE
679,EUR,2600000,23/01/2014,23/01/2034,0.02648,payer,TRUE
678,EUR,5550000,09/01/2014,09/01/2019,0.01219,receiver,TRUE
677,EUR,1900000,09/01/2014,09/01/2034,0.02705,payer,TRUE
674,EUR,2700000,07/01/2014,07/01/2034,0.02755,payer,TRUE
671,EUR,15400000,15/11/2013,15/11/2028,0.02531,receiver,TRUE
667,EUR,37400000,17/10/2013,17/10/2028,0.02617,receiver,TRUE
664,EUR,39500000,12/09/2013,12/09/2028,0.02714,receiver,TRUE
662,EUR,31100000,29/08/2013,29/08/2028,0.02579,receiver,TRUE
661,EUR,25000000,29/08/2013,29/08/2033,0.027015,payer,TRUE
660,EUR,6198000,20/08/2013,20/08/2028,0.02581,receiver,TRUE
658,EUR,10000000,20/08/2013,20/08/2028,0.025685,receiver,TRUE
657,EUR,12435428.84,15/08/2013,15/08/2028,0.02477,receiver,TRUE
653,EUR,21000000,12/07/2013,12/07/2043,0.025155,payer,TRUE
652,EUR,40000000,11/07/2013,11/07/2028,0.02384,receiver,TRUE
650,EUR,5000000,04/07/2013,04/07/2028,0.02346,receiver,TRUE
649,EUR,10000000,13/06/2013,13/06/2028,0.022915,receiver,TRUE
648,EUR,16000000,06/06/2013,06/06/2028,0.02215,receiver,TRUE
646,EUR,16000000,06/06/2013,06/06/2028,0.022025,receiver,TRUE
645,EUR,42800000,30/05/2013,30/05/2028,0.02135,receiver,TRUE
643,EUR,45105000,24/05/2013,24/05/2028,0.02092,receiver,TRUE
638,EUR,41000000,16/05/2013,16/05/2028,0.02073,receiver,TRUE
637,EUR,29911000,16/05/2013,16/05/2053,0.02428,payer,TRUE
636,EUR,44000000,09/05/2013,09/05/2028,0.02026,receiver,TRUE
634,EUR,26400000,08/05/2013,08/05/2028,0.01982,receiver,TRUE
631,EUR,7000000,25/04/2013,25/04/2023,0.015045,payer,TRUE
630,EUR,16400000,05/04/2013,05/04/2028,0.02096,receiver,TRUE
629,EUR,34000000,05/04/2013,05/04/2053,0.02418,payer,TRUE
621,EUR,6000000,31/01/2013,31/01/2033,0.023825,payer,TRUE
610,EUR,1000000,15/11/2012,15/11/2062,0.02374,receiver,TRUE
609,EUR,24000000,08/11/2012,08/11/2062,0.024105,receiver,TRUE
592,EUR,24383000,16/08/2012,16/08/2019,0.01423,receiver,TRUE
583,EUR,7900000,12/07/2012,12/07/2019,0.01456,receiver,TRUE
555,EUR,115000000,14/06/2012,14/06/2017,0.01307,payer,TRUE
548,EUR,66300000,11/06/2012,11/06/2019,0.01553,receiver,TRUE
532,EUR,20000000,01/06/2012,01/06/2042,0.019205,receiver,TRUE
527,EUR,65000000,28/05/2012,28/05/2042,0.020155,receiver,TRUE
526,EUR,14649000,24/05/2012,24/05/2019,0.01658,receiver,TRUE
495,EUR,54000000,26/01/2012,26/01/2042,0.026635,payer,TRUE
490,EUR,85570000,24/01/2012,24/01/2019,0.01997,receiver,TRUE
479,EUR,638279,21/12/2011,21/12/2041,0.024845,receiver,TRUE
478,EUR,11359471,21/12/2011,21/12/2031,0.026675,payer,TRUE
476,EUR,5837053,20/12/2011,20/12/2026,0.02691,payer,TRUE
471,EUR,7546157,19/12/2011,19/12/2026,0.02714,payer,TRUE
462,EUR,1037,09/12/2011,09/12/2041,0.026795,receiver,TRUE
448,EUR,206569,14/10/2011,14/10/2051,0.02932,payer,TRUE
442,EUR,32691,26/09/2011,26/09/2031,0.02679,payer,TRUE
441,EUR,2091587,26/09/2011,26/09/2026,0.02644,payer,TRUE
438,EUR,7341,26/09/2011,26/09/2041,0.025575,receiver,TRUE
436,EUR,8209877,23/09/2011,23/09/2026,0.0277,payer,TRUE
431,EUR,24355000,16/09/2011,16/09/2031,0.02929,payer,TRUE
416,EUR,217324,14/09/2011,14/09/2041,0.027645,receiver,TRUE
411,EUR,5000000,09/09/2011,09/09/2021,0.026765,payer,TRUE
409,EUR,10833757,02/09/2011,02/09/2031,0.032745,payer,TRUE
404,EUR,10000000,26/08/2011,26/08/2021,0.02788,payer,TRUE
403,EUR,8313952,23/08/2011,23/08/2026,0.03056,payer,TRUE
402,EUR,10000000,23/08/2011,23/08/2051,0.02936,receiver,TRUE
401,EUR,83264,23/08/2011,23/08/2041,0.029745,receiver,TRUE
395,EUR,40446000,15/08/2011,15/08/2031,0.03195,payer,TRUE
383,EUR,1050000,04/08/2011,04/08/2051,0.03331,receiver,TRUE
373,EUR,13259718,14/07/2011,14/07/2031,0.034585,payer,TRUE
371,EUR,5000000,08/07/2011,08/07/2021,0.033635,payer,TRUE
368,EUR,18000000,01/07/2011,01/07/2051,0.0378,payer,TRUE
345,EUR,11000000,01/04/2011,01/04/2051,0.03755,payer,TRUE
337,EUR,29000000,07/02/2011,07/02/2051,0.03598,payer,TRUE
329,EUR,8100000,17/12/2010,17/12/2050,0.03423,payer,TRUE
321,EUR,23119000,09/12/2010,09/12/2020,0.03248,payer,TRUE
303,EUR,300000,08/10/2010,08/10/2060,0.02586,receiver,TRUE
302,EUR,2400000,08/10/2010,08/10/2050,0.02635,receiver,TRUE
300,EUR,2900000,17/09/2010,17/09/2050,0.0286,payer,TRUE
296,EUR,5000000,07/09/2010,07/09/2050,0.02752,payer,TRUE
290,EUR,27000000,03/09/2010,03/09/2050,0.02488,receiver,TRUE
285,EUR,3578141,27/08/2010,27/08/2060,0.024855,receiver,TRUE
283,EUR,4150000,27/08/2010,27/08/2050,0.02515,receiver,TRUE
269,EUR,20500000,30/07/2010,30/07/2060,0.032895,payer,TRUE
263,EUR,25000000,11/06/2010,11/06/2060,0.029855,receiver,TRUE
262,EUR,20000000,11/06/2010,11/06/2050,0.03015,receiver,TRUE
261,EUR,30000000,11/06/2010,11/06/2040,0.031465,receiver,TRUE
258,EUR,30000000,04/06/2010,04/06/2050,0.03031,receiver,TRUE
255,EUR,30000000,21/05/2010,21/05/2060,0.031235,receiver,TRUE
248,EUR,37000000,30/04/2010,30/04/2060,0.032685,receiver,TRUE
246,EUR,15000000,15/01/2010,15/01/2060,0.038195,payer,TRUE
243,EUR,10000000,04/12/2009,04/12/2049,0.03596,receiver,TRUE
242,EUR,15000000,30/11/2009,30/11/2059,0.036155,receiver,TRUE
240,EUR,10000000,20/11/2009,20/11/2059,0.036665,receiver,TRUE
237,EUR,4000000,06/11/2009,06/11/2059,0.03826,payer,TRUE
235,EUR,6000000,30/10/2009,30/10/2059,0.03753,receiver,TRUE
234,EUR,14000000,30/10/2009,30/10/2049,0.03817,receiver,TRUE
232,EUR,10000000,23/10/2009,23/10/2049,0.03846,payer,TRUE
230,EUR,10000000,16/10/2009,16/10/2059,0.036455,receiver,TRUE
229,EUR,7000000,16/10/2009,16/10/2049,0.03701,receiver,TRUE
228,EUR,7511516,16/10/2009,16/10/2029,0.039645,payer,TRUE
227,EUR,10000000,16/10/2009,16/10/2024,0.038225,payer,TRUE
226,EUR,15000000,09/10/2009,09/10/2059,0.036525,receiver,TRUE
225,EUR,3139139,09/10/2009,09/10/2029,0.039365,payer,TRUE
224,EUR,15000000,05/10/2009,05/10/2059,0.037525,receiver,TRUE
223,EUR,15000000,05/10/2009,05/10/2049,0.03802,receiver,TRUE
202,EUR,4338249,25/01/2008,25/01/2028,0.0480787,payer,TRUE
197,EUR,25000000,25/01/2008,25/01/2023,0.046356,payer,TRUE
186,EUR,50000000,25/01/2008,25/01/2023,0.04502,payer,TRUE
180,EUR,11900000,25/01/2008,25/01/2057,0.045641,receiver,TRUE
176,EUR,44750000,25/07/2007,25/01/2017,0.04686,payer,TRUE
169,EUR,21205610,25/07/2006,25/07/2046,0.0394,receiver,TRUE
157,EUR,10125543,11/03/2011,11/03/2031,0.039,payer,TRUE
116,EUR,2100000,06/12/2010,06/12/2020,0.03194,payer,TRUE
89,EUR,43200000,06/10/2010,06/10/2040,0.027915,receiver,TRUE
65,EUR,33000000,20/08/2010,20/08/2040,0.029105,receiver,TRUE
62,EUR,45000000,13/08/2010,13/08/2040,0.031255,receiver,TRUE
55,EUR,12700000,30/07/2010,30/07/2040,0.034145,payer,TRUE
50,EUR,23600000,07/07/2010,07/07/2040,0.032025,receiver,TRUE
43,EUR,900000,04/06/2010,04/06/2040,0.031635,receiver,TRUE
28,EUR,21500000,06/05/2010,06/05/2040,0.035205,receiver,TRUE
22,EUR,30000000,12/04/2010,12/04/2040,0.036695,receiver,TRUE
10,EUR,52539000.09,25/01/2012,25/07/2023,0.03969308,payer,TRUE
10,EUR,57667121.61,25/01/2012,25/07/2023,0.03969308,payer,TRUE
6,EUR,76500000,25/01/2012,25/07/2038,0.05242864,receiver,TRUE
2,EUR,21462000,25/01/2012,25/07/2058,0.02516787,receiver,TRUE
1,EUR,251000000,25/01/2012,25/01/2059,0.0349694,payer,TRUE
